Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),Temperature,RH
20/08/2025,03.00.00,1.6,1050,5.3,692,131,-200,82,6.5,29.1
20/08/2025,04.00.00,3.1,1273,10.8,850,215,1620,-200,12.7,54.0
20/08/2025,05.00.00,2.3,1123,10.8,878,231,1659,121,9.1,65.9
20/08/2025,06.00.00,2.6,1197,9.3,823,190,1625,102,12.8,65.5
20/08/2025,07.00.00,3.2,1250,12.6,875,320,1514,138,16.6,51.5
20/08/2025,08.00.00,4.4,1433,15.7,1030,315,1628,150,33.3,57.5
20/08/2025,09.00.00,4.6,1515,18.6,1191,376,1470,169,23.3,65.5
20/08/2025,10.00.00,5.2,1587,22.5,1283,313,1598,134,30.0,70.5
20/08/2025,11.00.00,-200.0,1564,18.0,1128,393,1492,169,26.3,65.7
20/08/2025,12.00.00,2.7,-200,12.0,876,218,1631,91,8.4,41.2
20/08/2025,13.00.00,4.2,1402,16.9,1064,-200,1463,161,27.1,79.8
20/08/2025,14.00.00,3.6,1375,14.6,1022,215,1620,100,13.3,46.1
20/08/2025,15.00.00,3.6,1328,13.6,967,272,1654,140,24.2,21.5
20/08/2025,16.00.00,2.6,1216,11.9,894,280,1611,119,15.2,41.8
20/08/2025,17.00.00,4.7,1500,20.1,1230,455,1382,190,34.9,27.7
20/08/2025,18.00.00,3.1,1267,-200.0,904,202,1598,-200,12.9,27.3
20/08/2025,19.00.00,-200.0,-200,-200.0,832,162,1686,75,13.4,36.9
20/08/2025,20.00.00,4.7,1532,20.3,1213,292,1592,137,32.9,-200.0
20/08/2025,21.00.00,1.3,942,6.2,700,10,1823,29,5.7,61.3
20/08/2025,22.00.00,4.3,1402,16.7,1068,327,1535,149,25.9,24.4
20/08/2025,23.00.00,-200.0,1333,16.0,1059,241,1573,116,-200.0,32.2
21/08/2025,00.00.00,4.0,1417,17.9,1114,427,1426,183,30.1,25.6
21/08/2025,01.00.00,5.5,1607,26.4,1389,460,1340,197,-200.0,23.8
21/08/2025,02.00.00,-200.0,-200,18.9,1174,431,1521,196,34.3,36.1
21/08/2025,03.00.00,2.4,1115,10.9,900,223,1516,97,7.0,54.3
21/08/2025,04.00.00,4.6,1588,20.7,1220,420,1455,202,29.7,77.9
21/08/2025,05.00.00,3.7,1390,16.7,1097,355,1445,144,24.4,72.5
21/08/2025,06.00.00,3.6,1352,13.7,973,297,1539,141,24.4,72.6
21/08/2025,07.00.00,2.2,1133,6.1,675,175,1683,79,8.9,30.6
21/08/2025,08.00.00,3.2,1260,15.9,1073,263,1498,130,24.5,35.9
21/08/2025,09.00.00,5.1,1522,19.3,1175,403,1492,171,34.5,24.6
21/08/2025,10.00.00,4.8,1511,18.4,1149,354,1551,168,32.4,66.7
21/08/2025,11.00.00,2.9,1202,15.5,1042,280,1559,140,18.2,24.2
21/08/2025,12.00.00,2.9,1212,9.1,814,223,1731,118,6.2,53.4
21/08/2025,13.00.00,3.4,1266,15.2,-200,221,1534,103,15.9,34.9
21/08/2025,14.00.00,4.8,1531,17.8,-200,387,1422,190,29.8,34.6
21/08/2025,15.00.00,3.9,1368,13.9,1011,345,1512,158,26.0,79.4
21/08/2025,16.00.00,3.4,1323,13.8,993,197,1631,99,18.8,65.4
21/08/2025,17.00.00,2.5,1186,11.3,918,185,1657,99,6.7,70.2
21/08/2025,18.00.00,3.4,1310,15.3,1067,228,1654,95,17.8,54.3
21/08/2025,19.00.00,4.2,-200,19.0,1133,446,1393,196,19.1,72.3
21/08/2025,20.00.00,4.7,1527,-200.0,1132,379,1442,175,32.9,58.7
21/08/2025,21.00.00,3.7,1313,12.4,947,371,1475,163,24.2,76.8
21/08/2025,22.00.00,3.3,1302,12.3,941,272,1623,129,14.3,36.9
21/08/2025,23.00.00,2.9,1240,12.5,956,252,1631,138,20.8,55.7
22/08/2025,00.00.00,2.7,1159,10.2,853,210,1629,96,7.0,61.4
22/08/2025,01.00.00,4.3,1397,9.8,855,330,1515,160,34.2,43.6
22/08/2025,02.00.00,-200.0,1324,9.9,827,268,1579,121,15.8,72.8
22/08/2025,03.00.00,3.1,1287,-200.0,890,216,-200,107,19.3,78.8
22/08/2025,04.00.00,3.3,1264,14.9,1033,264,1593,131,15.7,49.6
22/08/2025,05.00.00,4.5,1504,16.2,1065,279,1521,140,25.5,43.4
22/08/2025,06.00.00,4.1,1418,17.7,1120,334,1474,157,24.9,48.3
22/08/2025,07.00.00,3.5,1368,11.2,876,223,1611,117,26.5,71.2
22/08/2025,08.00.00,2.4,1186,9.9,856,193,-200,96,13.0,58.7
22/08/2025,09.00.00,2.6,1183,10.9,871,223,1579,105,14.5,22.7
22/08/2025,10.00.00,1.4,1063,-200.0,732,185,1668,104,8.8,52.5
22/08/2025,11.00.00,4.5,1446,16.1,1054,378,1426,153,24.7,21.0
22/08/2025,12.00.00,2.2,1198,5.6,680,161,1674,80,6.2,66.7
22/08/2025,13.00.00,3.2,1257,14.4,998,227,1587,108,22.9,39.7
22/08/2025,14.00.00,5.3,1599,-200.0,1164,463,1346,207,-200.0,48.3
22/08/2025,15.00.00,4.3,1431,15.7,1042,341,-200,165,31.7,67.9
22/08/2025,16.00.00,3.5,1310,16.7,1081,240,1557,118,18.5,22.8
22/08/2025,17.00.00,3.0,1332,12.2,922,245,1593,116,18.8,29.5
22/08/2025,18.00.00,1.2,969,5.6,684,10,1809,32,7.3,43.9
22/08/2025,19.00.00,3.3,1325,14.6,1035,270,1602,-200,25.1,33.8
22/08/2025,20.00.00,4.2,1429,18.1,1108,300,1481,141,29.6,40.3
22/08/2025,21.00.00,3.2,1306,12.7,942,238,1632,131,12.3,79.9
22/08/2025,22.00.00,3.4,1299,11.9,901,375,1517,180,17.6,69.5
22/08/2025,23.00.00,-200.0,-200,23.7,1341,343,1509,184,30.2,73.0
23/08/2025,00.00.00,3.6,1363,13.9,990,330,1486,132,31.3,76.2
23/08/2025,01.00.00,3.4,1283,14.1,1018,322,1526,162,12.3,40.5
23/08/2025,02.00.00,3.8,1447,15.9,1072,344,1589,172,21.5,37.8
23/08/2025,03.00.00,2.5,1198,9.0,817,220,-200,101,10.8,34.0
23/08/2025,04.00.00,2.9,1224,-200.0,887,174,1699,89,8.1,69.8
23/08/2025,05.00.00,-200.0,1583,24.4,1371,396,-200,179,32.3,60.8
23/08/2025,06.00.00,5.0,1559,18.7,1135,-200,1503,153,29.6,34.2
23/08/2025,07.00.00,4.2,1387,17.5,1126,315,1496,143,27.8,42.6
23/08/2025,08.00.00,1.6,1100,8.4,799,115,1682,99,6.5,50.4
23/08/2025,09.00.00,5.0,1567,19.7,-200,356,1569,163,30.3,51.7
23/08/2025,10.00.00,2.6,1192,10.3,854,238,1592,121,18.1,73.3
23/08/2025,11.00.00,4.0,-200,17.9,1110,295,1536,142,15.3,42.8
23/08/2025,12.00.00,3.7,1326,14.3,981,274,1590,131,21.4,74.5
23/08/2025,13.00.00,1.7,1027,2.8,531,61,1728,33,7.7,46.5
23/08/2025,14.00.00,3.7,1344,17.6,1103,296,1567,148,27.7,64.8
23/08/2025,15.00.00,3.1,1270,10.5,916,244,1582,117,22.5,75.8
23/08/2025,16.00.00,2.6,1210,11.0,900,180,1663,77,10.6,74.5
23/08/2025,17.00.00,2.6,1140,7.6,773,224,1606,111,10.6,23.4
23/08/2025,18.00.00,1.9,1077,6.7,754,161,1627,87,10.5,32.3
23/08/2025,19.00.00,2.0,1006,7.1,743,189,1691,107,6.7,48.6
23/08/2025,20.00.00,3.1,1226,12.7,935,278,1650,118,22.6,45.9
23/08/2025,21.00.00,4.8,1544,17.5,-200,421,1483,187,30.2,58.5
23/08/2025,22.00.00,2.0,1133,12.1,908,245,1544,111,5.5,76.7
23/08/2025,23.00.00,2.0,1059,7.9,763,163,1660,77,6.5,26.7
24/08/2025,00.00.00,3.1,1251,14.1,992,199,1651,102,22.2,47.1
24/08/2025,01.00.00,4.3,1447,17.2,1104,323,1474,145,29.6,-200.0
24/08/2025,02.00.00,2.8,1248,13.1,985,202,1617,106,-200.0,73.6
24/08/2025,03.00.00,3.2,1327,8.6,823,211,1575,95,15.5,77.9
24/08/2025,04.00.00,3.9,1385,14.1,963,-200,1612,92,22.9,48.7
24/08/2025,05.00.00,3.2,1275,11.8,908,269,-200,-200,13.2,26.2
24/08/2025,06.00.00,1.8,1032,6.3,698,149,1679,84,5.8,67.1
24/08/2025,07.00.00,3.3,1295,14.1,943,358,1470,165,27.1,61.8
24/08/2025,08.00.00,4.4,1518,18.7,-200,442,1443,197,23.8,41.3
24/08/2025,09.00.00,-200.0,1330,12.9,965,296,1549,133,22.4,73.2
24/08/2025,10.00.00,3.7,1356,14.6,1012,322,1578,165,27.3,78.5
24/08/2025,11.00.00,4.0,1410,20.9,1240,279,1494,134,25.3,53.5
24/08/2025,12.00.00,2.8,1195,11.7,904,231,1586,101,11.2,53.9
24/08/2025,13.00.00,2.8,1208,6.7,715,218,1687,87,15.6,37.9
24/08/2025,14.00.00,2.1,1121,10.0,842,176,1613,102,8.8,55.1
24/08/2025,15.00.00,2.2,1134,9.9,874,137,1647,62,8.9,46.4
24/08/2025,16.00.00,4.7,1541,21.3,1252,400,1459,182,25.3,38.1
24/08/2025,17.00.00,4.6,1515,19.5,1152,297,1613,127,-200.0,24.0
24/08/2025,18.00.00,4.4,1476,15.8,1056,504,1413,223,-200.0,35.2
24/08/2025,19.00.00,3.4,1281,15.4,1065,345,1482,161,23.9,31.9
24/08/2025,20.00.00,2.4,1135,9.9,862,261,1588,132,10.5,52.5
24/08/2025,21.00.00,2.4,1139,11.8,-200,131,1681,72,8.2,56.1
24/08/2025,22.00.00,4.7,1509,21.8,1234,293,1583,-200,29.4,56.5
24/08/2025,23.00.00,3.8,1309,14.9,1026,318,1544,136,22.4,43.3
25/08/2025,00.00.00,3.4,-200,15.5,1035,259,1600,121,23.5,45.3
25/08/2025,01.00.00,4.1,1462,18.6,1163,423,1449,190,28.4,-200.0
25/08/2025,02.00.00,4.5,1492,18.2,1121,390,1541,176,-200.0,48.6
25/08/2025,03.00.00,3.9,1379,19.6,1170,312,1548,143,30.0,79.3
25/08/2025,04.00.00,1.9,1069,9.8,844,229,1592,101,6.7,46.4
25/08/2025,05.00.00,4.5,1505,-200.0,1076,372,1544,156,27.4,59.0
25/08/2025,06.00.00,5.0,1558,20.5,1222,411,1495,199,30.5,23.0
25/08/2025,07.00.00,2.8,1207,12.8,906,273,1545,135,13.6,59.2
25/08/2025,08.00.00,3.7,1340,18.7,1178,263,-200,149,24.2,71.1
25/08/2025,09.00.00,2.3,1145,10.4,807,233,1635,117,14.4,76.5
25/08/2025,10.00.00,5.1,1561,21.1,1257,439,1431,202,33.7,79.8
25/08/2025,11.00.00,2.8,1237,13.6,963,175,-200,81,6.0,36.9
25/08/2025,12.00.00,5.0,1591,19.6,1159,500,1448,235,22.4,54.5
25/08/2025,13.00.00,2.7,1163,8.8,811,193,1608,-200,10.0,47.0
25/08/2025,14.00.00,4.1,1380,17.9,1143,-200,1557,125,26.4,53.8
25/08/2025,15.00.00,2.1,1151,7.5,786,127,1643,72,10.3,29.4
25/08/2025,16.00.00,1.8,1070,12.5,960,90,1816,70,12.1,71.4
25/08/2025,17.00.00,3.6,1302,14.8,-200,296,1611,137,19.8,74.6
25/08/2025,18.00.00,5.9,1717,25.1,1383,555,1383,242,32.4,47.0
25/08/2025,19.00.00,3.3,1301,11.8,878,274,1504,110,11.4,36.8
25/08/2025,20.00.00,3.0,1315,14.5,-200,319,1488,129,9.3,28.5
25/08/2025,21.00.00,4.4,1453,17.5,1121,405,1504,186,27.8,61.0
25/08/2025,22.00.00,3.7,-200,14.5,999,161,1687,96,-200.0,38.7
25/08/2025,23.00.00,3.5,1285,13.9,950,327,1528,154,32.4,74.6
26/08/2025,00.00.00,2.8,1265,8.7,793,197,1589,97,9.4,60.3
26/08/2025,01.00.00,3.6,-200,14.1,1031,317,1588,150,24.4,58.7
26/08/2025,02.00.00,2.3,1200,10.5,875,185,1724,96,12.0,53.6
26/08/2025,03.00.00,2.3,1180,6.1,705,324,1558,156,9.7,22.7
26/08/2025,04.00.00,3.9,1378,17.5,1110,332,1505,143,25.5,75.9
26/08/2025,05.00.00,3.4,1278,13.2,968,303,1619,-200,22.8,57.7
26/08/2025,06.00.00,4.3,-200,17.6,1084,396,1490,168,27.6,79.6
26/08/2025,07.00.00,2.6,1145,6.1,685,137,1755,86,14.3,52.2
26/08/2025,08.00.00,3.4,1281,14.0,976,326,1525,139,18.4,62.6
26/08/2025,09.00.00,2.5,1184,7.8,763,187,1733,93,17.2,23.4
26/08/2025,10.00.00,4.8,1525,18.7,1190,353,1500,167,34.5,57.9
26/08/2025,11.00.00,2.3,1143,6.2,718,227,1592,98,13.8,65.9
26/08/2025,12.00.00,2.6,1161,8.5,787,131,1729,64,13.8,66.7
26/08/2025,13.00.00,3.1,1217,12.2,929,298,1559,161,15.6,66.2
26/08/2025,14.00.00,2.9,1239,11.0,845,223,1637,119,21.9,33.6
26/08/2025,15.00.00,2.3,1163,11.2,872,183,1613,96,12.6,78.5
26/08/2025,16.00.00,5.0,1525,16.4,1059,290,1528,143,32.5,79.7
26/08/2025,17.00.00,2.1,1098,8.3,769,212,1615,88,13.0,24.5
26/08/2025,18.00.00,5.6,1683,22.1,1298,458,1448,210,-200.0,76.2
26/08/2025,19.00.00,2.9,1272,10.7,889,210,1601,123,8.1,37.4
26/08/2025,20.00.00,3.7,1314,13.1,933,251,1642,116,24.7,61.4
26/08/2025,21.00.00,4.3,1447,19.5,1158,385,1487,192,32.2,40.3
26/08/2025,22.00.00,2.6,1235,14.5,983,226,1688,106,10.1,78.1
26/08/2025,23.00.00,4.2,1421,13.3,962,335,1490,155,34.0,26.1
27/08/2025,00.00.00,2.4,1146,7.6,-200,139,1702,62,18.6,49.9
27/08/2025,01.00.00,4.6,1524,16.4,1083,384,1511,178,33.4,45.7
27/08/2025,02.00.00,4.0,1424,15.3,1015,329,1547,153,25.3,39.6
27/08/2025,03.00.00,3.0,1271,14.3,998,302,1556,139,14.0,58.7
27/08/2025,04.00.00,2.3,1131,-200.0,852,121,1737,60,10.6,27.9
27/08/2025,05.00.00,3.5,1352,13.9,1010,248,1552,-200,14.1,63.0
27/08/2025,06.00.00,1.5,1075,6.2,731,220,1636,102,7.8,78.8
27/08/2025,07.00.00,1.9,1078,6.8,710,159,1634,94,9.3,68.3
27/08/2025,08.00.00,2.6,1171,11.7,872,217,1603,109,8.1,71.6
27/08/2025,09.00.00,2.7,1240,12.5,934,263,1600,120,17.7,41.6
27/08/2025,10.00.00,-200.0,1429,16.3,1059,394,1523,187,28.9,39.5
27/08/2025,11.00.00,2.5,1236,5.6,675,141,1632,72,9.2,51.0
27/08/2025,12.00.00,1.9,1068,7.5,747,258,-200,133,8.9,22.7
27/08/2025,13.00.00,3.9,1371,15.1,1039,307,1595,144,24.3,76.7
27/08/2025,14.00.00,2.2,1105,10.9,853,193,-200,78,10.9,-200.0
27/08/2025,15.00.00,1.9,1083,7.9,814,152,1636,87,7.9,74.2
27/08/2025,16.00.00,1.4,985,6.9,728,191,1708,96,10.0,25.0
27/08/2025,17.00.00,4.8,1510,18.4,1156,435,1470,200,32.7,69.4
27/08/2025,18.00.00,3.8,1397,17.2,1090,300,1578,142,29.6,29.1
27/08/2025,19.00.00,3.0,1258,14.4,973,182,-200,95,15.6,22.3
27/08/2025,20.00.00,3.7,1302,11.6,-200,285,1580,134,24.7,63.2
27/08/2025,21.00.00,3.5,1373,11.4,875,214,1604,134,21.1,36.8
27/08/2025,22.00.00,4.0,1361,-200.0,1110,361,1560,170,25.3,62.9
27/08/2025,23.00.00,4.1,1393,16.2,1068,-200,1611,121,25.5,53.3
28/08/2025,00.00.00,3.5,1291,16.1,1051,277,1573,116,23.9,26.5
28/08/2025,01.00.00,3.4,1293,14.2,999,332,1511,157,13.0,75.9
28/08/2025,02.00.00,1.2,952,6.2,736,136,1723,69,6.2,47.1
28/08/2025,03.00.00,3.3,1262,11.5,901,279,1603,143,18.7,64.1
28/08/2025,04.00.00,5.1,1490,21.0,1222,368,1459,170,31.7,50.1
28/08/2025,05.00.00,3.9,1396,16.5,1085,340,1516,160,22.1,56.3
28/08/2025,06.00.00,4.0,1408,14.7,1022,281,1663,123,30.0,38.2
28/08/2025,07.00.00,4.6,1553,20.3,-200,390,1487,182,34.7,32.0
28/08/2025,08.00.00,2.0,1113,4.2,673,94,1734,59,9.9,52.6
28/08/2025,09.00.00,4.4,1441,17.9,1121,410,1494,175,25.8,46.4
28/08/2025,10.00.00,3.7,1312,12.0,951,302,1536,132,25.2,43.4
28/08/2025,11.00.00,5.1,1557,18.2,1125,405,1507,198,34.4,60.4
28/08/2025,12.00.00,5.1,1577,22.3,-200,427,1474,196,34.6,61.4
28/08/2025,13.00.00,-200.0,1572,18.8,1153,414,1514,182,25.6,22.8
28/08/2025,14.00.00,2.9,1235,9.3,830,234,1545,108,-200.0,40.3
28/08/2025,15.00.00,4.0,1455,17.1,1059,384,1507,174,29.0,44.7
28/08/2025,16.00.00,1.6,1027,4.1,688,180,1664,-200,8.2,25.8
28/08/2025,17.00.00,4.2,1374,18.9,1166,372,1446,155,28.4,34.2
28/08/2025,18.00.00,4.7,1527,20.0,1219,386,1480,173,32.3,23.1
28/08/2025,19.00.00,2.0,1116,6.6,704,148,1698,59,16.5,79.8
28/08/2025,20.00.00,3.5,1279,16.1,1067,336,1533,154,23.9,64.2
28/08/2025,21.00.00,3.4,1329,9.9,842,230,1615,126,17.9,25.2
28/08/2025,22.00.00,3.0,1227,13.1,939,333,1533,140,18.1,-200.0
28/08/2025,23.00.00,3.4,1326,11.2,917,309,1534,142,14.3,63.2
29/08/2025,00.00.00,3.5,1383,-200.0,957,340,-200,154,27.9,46.4
29/08/2025,01.00.00,5.1,1567,19.7,1187,435,1465,183,33.1,67.2
29/08/2025,02.00.00,5.3,1624,23.7,1341,416,1479,182,33.2,75.4
29/08/2025,03.00.00,3.0,-200,11.0,868,288,1517,122,10.2,56.0
29/08/2025,04.00.00,3.8,1331,15.2,1036,237,-200,105,31.2,31.2
29/08/2025,05.00.00,4.4,1516,16.6,-200,320,1523,150,27.1,66.9
29/08/2025,06.00.00,2.4,-200,7.7,773,-200,1651,98,12.6,77.3
29/08/2025,07.00.00,1.5,1044,3.9,658,51,1746,37,7.0,54.8
29/08/2025,08.00.00,2.6,1224,11.0,877,240,1584,129,13.0,60.9
29/08/2025,09.00.00,-200.0,1427,17.1,1087,406,1466,190,32.4,40.2
29/08/2025,10.00.00,4.4,1479,19.0,1151,263,1546,145,24.0,42.9
29/08/2025,11.00.00,4.4,1483,17.2,1089,333,1558,152,26.6,64.1
29/08/2025,12.00.00,2.2,1090,8.4,815,167,1698,76,12.7,75.7
29/08/2025,13.00.00,3.8,1415,16.7,1084,320,1564,146,26.6,57.7
29/08/2025,14.00.00,1.9,1123,6.8,760,194,1679,118,5.8,67.4
29/08/2025,15.00.00,3.1,1225,9.5,837,233,1645,103,16.3,30.3
29/08/2025,16.00.00,4.4,1464,19.2,1156,398,1430,188,23.8,32.7
29/08/2025,17.00.00,2.8,1211,9.8,812,227,1678,101,9.4,51.9
29/08/2025,18.00.00,4.5,1517,18.1,1105,329,1571,148,29.7,30.6
29/08/2025,19.00.00,2.6,1144,9.0,799,218,1550,102,12.1,58.1
29/08/2025,20.00.00,3.1,1369,10.3,882,-200,1624,84,24.6,37.5
29/08/2025,21.00.00,3.9,-200,11.6,934,296,1514,146,17.2,67.5
29/08/2025,22.00.00,3.6,1357,-200.0,-200,276,1596,145,22.9,-200.0
29/08/2025,23.00.00,3.1,1307,5.6,715,218,1604,116,8.2,47.8
30/08/2025,00.00.00,2.1,1116,11.2,881,299,1562,140,5.5,30.8
30/08/2025,01.00.00,5.7,1658,25.0,1363,524,1450,215,32.3,58.8
30/08/2025,02.00.00,3.1,1252,10.6,887,259,1651,125,13.1,79.6
30/08/2025,03.00.00,3.7,1335,18.1,1139,321,1505,155,-200.0,57.4
30/08/2025,04.00.00,4.7,1512,22.9,1316,401,1497,180,35.0,22.1
30/08/2025,05.00.00,-200.0,1178,9.7,839,-200,1685,127,11.3,21.0
30/08/2025,06.00.00,2.4,1139,10.3,851,-200,1550,125,13.0,39.2
30/08/2025,07.00.00,3.8,1356,15.5,1037,350,1558,154,24.9,31.7
30/08/2025,08.00.00,4.2,1449,19.9,1202,238,1603,125,34.0,68.8
30/08/2025,09.00.00,4.8,1489,16.2,1072,422,1425,197,32.5,70.7
30/08/2025,10.00.00,3.6,1337,14.1,973,248,1662,134,20.1,35.5
30/08/2025,11.00.00,3.9,-200,17.4,1106,283,1556,138,28.9,39.5
30/08/2025,12.00.00,3.4,1314,15.1,999,319,1539,140,9.1,34.2
30/08/2025,13.00.00,5.0,1513,19.8,1185,304,1543,116,34.3,74.5
30/08/2025,14.00.00,4.5,1472,20.7,-200,444,1487,181,33.9,50.2
30/08/2025,15.00.00,1.7,1065,7.2,-200,175,1699,84,9.9,59.4
30/08/2025,16.00.00,2.9,1269,11.9,962,251,1570,134,14.0,44.9
30/08/2025,17.00.00,2.2,1103,10.1,837,215,1632,118,8.0,57.9
30/08/2025,18.00.00,3.2,1264,12.7,926,314,1564,-200,13.2,-200.0
30/08/2025,19.00.00,4.4,1436,17.6,1149,361,1550,173,29.5,40.4
30/08/2025,20.00.00,2.5,1161,-200.0,777,242,1582,103,16.3,58.1
30/08/2025,21.00.00,3.1,1277,18.3,1110,-200,1696,112,7.7,55.5
30/08/2025,22.00.00,3.2,1305,12.0,917,300,1592,137,15.3,37.6
30/08/2025,23.00.00,4.8,1554,20.7,1216,416,1429,193,34.4,29.0
31/08/2025,00.00.00,4.0,1393,19.7,1177,390,1508,181,23.9,42.1
31/08/2025,01.00.00,3.5,1281,11.3,876,288,1590,140,17.5,44.9
31/08/2025,02.00.00,1.8,1088,8.4,789,158,1645,71,10.0,57.7
31/08/2025,03.00.00,5.0,1560,20.2,1240,357,1532,157,34.6,74.9
31/08/2025,04.00.00,4.2,1437,20.5,1187,-200,1529,166,29.6,22.2
31/08/2025,05.00.00,3.1,1226,10.6,887,278,1516,136,13.4,34.6
31/08/2025,06.00.00,1.8,1070,5.9,736,183,1526,82,7.1,31.6
31/08/2025,07.00.00,1.9,1044,-200.0,745,235,1694,118,6.7,50.1
31/08/2025,08.00.00,3.2,1293,11.8,920,278,1572,121,8.6,45.8
31/08/2025,09.00.00,4.4,1441,16.5,1075,344,1529,145,22.4,63.7
31/08/2025,10.00.00,3.1,1255,-200.0,1047,279,1536,125,32.9,34.5
31/08/2025,11.00.00,4.1,1364,16.5,1103,298,1538,138,19.9,55.7
31/08/2025,12.00.00,4.5,1505,16.4,1075,426,1546,178,30.3,73.0
31/08/2025,13.00.00,3.0,1240,11.2,880,204,1734,-200,18.4,74.6
31/08/2025,14.00.00,3.6,1346,15.3,1005,270,1510,121,26.3,77.5
31/08/2025,15.00.00,3.7,1336,15.6,1055,244,1607,117,27.0,66.4
31/08/2025,16.00.00,2.2,1078,7.6,768,179,1732,96,10.2,74.4
31/08/2025,17.00.00,2.5,1162,6.8,751,234,1621,132,-200.0,34.1
31/08/2025,18.00.00,3.2,1274,12.8,960,341,1554,163,24.1,31.9
31/08/2025,19.00.00,1.7,1063,6.6,715,132,1687,70,7.1,20.4
31/08/2025,20.00.00,3.2,1276,11.7,841,248,1622,110,15.8,62.4
31/08/2025,21.00.00,3.6,1323,17.1,1096,157,1732,70,21.0,76.2
31/08/2025,22.00.00,5.3,1545,22.2,1274,432,1475,183,34.9,31.2
31/08/2025,23.00.00,3.4,1310,13.8,987,273,1533,128,19.2,58.2
01/09/2025,00.00.00,3.8,1345,14.5,1036,304,1531,154,29.5,64.8
01/09/2025,01.00.00,3.5,1371,17.6,1116,359,1544,162,18.0,75.7
01/09/2025,02.00.00,3.9,1388,13.2,977,338,1527,150,28.9,58.8
01/09/2025,03.00.00,4.1,-200,15.4,1048,308,1532,144,22.9,78.2
01/09/2025,04.00.00,-200.0,1404,15.4,1011,281,1532,149,31.6,40.7
01/09/2025,05.00.00,2.9,1239,12.2,900,173,1622,82,17.3,41.0
01/09/2025,06.00.00,3.6,1318,15.9,1078,268,1557,132,23.1,52.6
01/09/2025,07.00.00,4.2,1399,14.2,981,357,1533,159,23.9,43.0
01/09/2025,08.00.00,3.3,1301,12.0,927,162,1650,87,17.5,20.1
01/09/2025,09.00.00,2.4,-200,10.7,853,189,1656,-200,9.3,63.9
01/09/2025,10.00.00,3.2,1225,11.6,920,298,1568,153,7.8,65.1
01/09/2025,11.00.00,1.1,955,3.7,635,39,1800,35,5.5,64.8
01/09/2025,12.00.00,4.1,1470,16.8,1080,319,1512,159,31.2,40.7
01/09/2025,13.00.00,-200.0,1140,6.7,748,124,1766,74,12.1,51.3
01/09/2025,14.00.00,1.7,1109,-200.0,770,10,1722,11,11.3,41.6
01/09/2025,15.00.00,3.8,1358,16.6,1067,268,1573,125,27.1,21.0
01/09/2025,16.00.00,3.3,1282,13.3,965,211,1614,128,14.6,53.7
01/09/2025,17.00.00,3.2,1312,15.7,1064,297,1531,137,20.2,27.4
01/09/2025,18.00.00,2.3,1167,10.7,898,210,1544,101,9.9,24.8
01/09/2025,19.00.00,4.0,1400,16.0,1057,269,1633,125,33.8,65.3
01/09/2025,20.00.00,4.2,1386,-200.0,1095,397,1515,174,30.5,20.6
01/09/2025,21.00.00,4.4,1489,21.0,1218,-200,1512,160,30.9,77.5
01/09/2025,22.00.00,3.5,1407,12.8,918,270,1555,105,17.2,-200.0
01/09/2025,23.00.00,-200.0,1270,13.3,936,292,1546,129,27.9,79.0
02/09/2025,00.00.00,-200.0,-200,8.0,780,129,1683,68,9.3,23.5
02/09/2025,01.00.00,2.6,-200,11.1,888,82,1724,58,-200.0,55.0
02/09/2025,02.00.00,1.8,1066,11.9,918,152,1711,77,5.6,41.0
02/09/2025,03.00.00,2.7,1213,11.3,882,-200,1662,80,22.6,70.6
02/09/2025,04.00.00,4.0,1365,15.4,1083,309,1518,132,-200.0,41.7
02/09/2025,05.00.00,3.9,1387,16.1,1092,334,1538,137,20.5,35.6
02/09/2025,06.00.00,2.5,1120,7.2,729,99,1722,63,5.2,71.5
02/09/2025,07.00.00,2.4,1174,9.2,820,202,1659,107,17.7,42.5
02/09/2025,08.00.00,4.9,1604,23.0,1308,434,1508,203,26.5,21.0
02/09/2025,09.00.00,2.9,1222,13.1,972,131,1679,85,18.3,43.4
02/09/2025,10.00.00,3.9,1386,18.2,1108,351,1557,173,27.0,59.3
02/09/2025,11.00.00,2.3,1149,11.4,865,283,1579,140,12.0,35.3
02/09/2025,12.00.00,4.9,1567,18.2,1114,380,1537,166,29.4,45.9
02/09/2025,13.00.00,3.7,1363,18.5,1178,331,1584,155,22.7,23.4
02/09/2025,14.00.00,2.9,1259,7.9,765,180,1626,89,11.3,55.3
02/09/2025,15.00.00,2.7,1197,11.7,924,266,1666,124,12.1,-200.0
02/09/2025,16.00.00,3.8,1388,11.2,905,332,1541,157,23.8,44.8
02/09/2025,17.00.00,4.0,1301,12.6,939,332,1488,166,29.9,45.2
02/09/2025,18.00.00,4.2,1443,18.5,1163,-200,1482,164,17.5,25.3
02/09/2025,19.00.00,2.0,1070,-200.0,713,183,1712,93,12.7,32.1
02/09/2025,20.00.00,4.8,1511,21.7,1251,381,1547,174,31.0,29.3
02/09/2025,21.00.00,4.2,1452,12.4,891,287,1614,138,25.1,48.9
02/09/2025,22.00.00,3.9,1342,15.5,-200,306,1533,154,18.4,51.8
02/09/2025,23.00.00,4.2,1456,14.2,981,330,1521,171,19.6,-200.0
